date,height,height_strict,limit_count,available_bars,pressure5,breakout5,pressure10,breakout10,pressure20,breakout20,gap,state,fold,leader_codes,leader_names,broken_height,broken_names,prior_break_pressure,next_height,future_max1,future_max3,future_max5,future_max10
2026-06-23,5,5,87,3188,5.0,False,6.0,False,6.0,False,0.0,触压,后半段,sh600397,江钨装备,5,旭光电子,4.0,4.0,4.0,6.0,6.0,6.0
2026-06-24,4,4,87,3186,5.0,False,5.0,False,6.0,False,-1.0,压下一板,后半段,sh603407|sz002167|sz002674,长裕集团、东方锆业、兴业科技,5,江钨装备,5.0,5.0,5.0,6.0,6.0,7.0
2026-06-25,5,5,78,3185,5.0,False,5.0,False,6.0,False,0.0,触压,后半段,sz002674,兴业科技,0,,5.0,6.0,6.0,6.0,6.0,8.0
2026-06-26,6,6,51,3188,5.0,True,5.0,True,6.0,False,1.0,突破,后半段,sz002674,兴业科技,0,,5.0,3.0,3.0,3.0,4.0,8.0
2026-06-29,3,3,90,3187,6.0,False,6.0,False,6.0,False,-3.0,深度压缩,后半段,sh603956,威派格,6,兴业科技,5.0,3.0,3.0,4.0,5.0,8.0
2026-06-30,3,3,114,3182,6.0,False,6.0,False,6.0,False,-3.0,深度压缩,后半段,sh603928,兴业股份,3,威派格,6.0,3.0,3.0,4.0,6.0,8.0
2026-07-01,3,3,131,3184,6.0,False,6.0,False,6.0,False,-3.0,深度压缩,后半段,sh600113|sz000566|sz002407,浙江东日、海南海药、多氟多,3,兴业股份,3.0,4.0,4.0,5.0,7.0,8.0
2026-07-02,4,4,85,3189,6.0,False,6.0,False,6.0,False,-2.0,深度压缩,后半段,sz000566,海南海药,0,,3.0,4.0,4.0,6.0,8.0,8.0
2026-07-03,4,3,93,3188,6.0,False,6.0,False,6.0,False,-2.0,深度压缩,后半段,sh603137,恒尚节能,4,海南海药,3.0,5.0,5.0,7.0,8.0,8.0
2026-07-06,5,4,61,3189,4.0,True,6.0,False,6.0,False,1.0,突破,后半段,sh603137,恒尚节能,0,,4.0,6.0,6.0,8.0,8.0,8.0
2026-07-07,6,5,30,3188,5.0,False,6.0,False,6.0,False,1.0,突破,后半段,sh603137,恒尚节能,0,,4.0,7.0,7.0,8.0,8.0,8.0
2026-07-08,7,6,41,3189,6.0,False,6.0,True,6.0,True,1.0,突破,后半段,sh603137,恒尚节能,0,,4.0,8.0,8.0,8.0,8.0,8.0
2026-07-09,8,7,64,3189,7.0,False,7.0,False,7.0,False,1.0,突破,后半段,sh603137,恒尚节能,0,,4.0,2.0,2.0,3.0,5.0,6.0
2026-07-10,2,2,79,3189,8.0,False,8.0,False,8.0,False,-6.0,深度压缩,后半段,sh600992|sh603898|sz000887|sz000892|sz001395|sz002346|sz002414|sz002829|sz003020,贵绳股份、好莱客、中鼎股份、欢瑞世纪、亚联机械、柘中股份、高德红外、星网宇达、立方制药,8,恒尚节能,4.0,3.0,3.0,4.0,5.0,6.0
2026-07-13,3,3,25,3190,8.0,False,8.0,False,8.0,False,-5.0,深度压缩,后半段,sh600992|sz001395|sz003020,贵绳股份、亚联机械、立方制药,0,,8.0,3.0,3.0,5.0,5.0,6.0
2026-07-14,3,3,71,3190,8.0,False,8.0,False,8.0,False,-5.0,深度压缩,后半段,sh600664,哈药股份,3,贵绳股份、亚联机械、立方制药,8.0,4.0,4.0,5.0,5.0,6.0
2026-07-15,4,4,65,3191,8.0,False,8.0,False,8.0,False,-4.0,深度压缩,后半段,sh600664,哈药股份,0,,3.0,5.0,5.0,5.0,5.0,7.0
2026-07-16,5,5,37,3191,8.0,False,8.0,False,8.0,False,-3.0,深度压缩,后半段,sh600664,哈药股份,0,,3.0,4.0,4.0,4.0,6.0,8.0
2026-07-17,4,4,29,3189,5.0,False,8.0,False,8.0,False,-1.0,压下一板,后半段,sh603580,艾艾精工,5,哈药股份,3.0,3.0,3.0,5.0,6.0,9.0
2026-07-20,3,3,49,3191,5.0,False,8.0,False,8.0,False,-2.0,深度压缩,后半段,sz001258,立新能源,4,艾艾精工,5.0,4.0,4.0,6.0,6.0,9.0
2026-07-21,4,4,82,3191,5.0,False,8.0,False,8.0,False,-1.0,压下一板,后半段,sz001258,立新能源,0,,4.0,5.0,5.0,6.0,6.0,9.0
2026-07-22,5,5,41,3190,5.0,False,8.0,False,8.0,False,0.0,触压,后半段,sz001258,立新能源,0,,4.0,6.0,6.0,6.0,7.0,9.0
2026-07-23,6,6,104,3190,5.0,True,8.0,False,8.0,False,1.0,突破,后半段,sz001258,立新能源,0,,4.0,4.0,4.0,6.0,8.0,10.0
2026-07-24,4,4,36,3190,6.0,False,6.0,False,8.0,False,-2.0,深度压缩,后半段,sh603221|sz002879,爱丽家居、长缆科技,6,立新能源,4.0,5.0,5.0,7.0,9.0,10.0
2026-07-27,5,5,100,3189,6.0,False,6.0,False,8.0,False,-1.0,压下一板,后半段,sh603221|sz002879,爱丽家居、长缆科技,0,,6.0,6.0,6.0,8.0,9.0,10.0
2026-07-28,6,6,56,3189,6.0,False,6.0,False,8.0,False,0.0,触压,后半段,sh603221,爱丽家居,0,,6.0,7.0,7.0,9.0,9.0,10.0
2026-07-29,7,7,73,3188,6.0,True,6.0,True,8.0,False,1.0,突破,后半段,sh603221,爱丽家居,0,,6.0,8.0,8.0,9.0,9.0,10.0
2026-07-30,8,8,46,3189,7.0,False,7.0,False,8.0,False,1.0,突破,后半段,sh603221,爱丽家居,0,,6.0,9.0,9.0,9.0,10.0,10.0
2026-07-31,9,9,87,3188,8.0,False,8.0,False,8.0,True,1.0,突破,后半段,sh603221,爱丽家居,0,,6.0,6.0,6.0,8.0,10.0,10.0
2026-08-03,6,6,67,3188,9.0,False,9.0,False,9.0,False,-3.0,深度压缩,后半段,sz003032,传智教育,0,,6.0,7.0,7.0,10.0,10.0,10.0
2026-08-04,7,7,123,3189,9.0,False,9.0,False,9.0,False,-2.0,深度压缩,后半段,sz003032,传智教育,0,,6.0,8.0,8.0,10.0,10.0,10.0
2026-08-05,8,8,94,3190,9.0,False,9.0,False,9.0,False,-1.0,压下一板,后半段,sz003032,传智教育,0,,6.0,10.0,10.0,10.0,10.0,10.0
2026-08-06,10,5,70,3192,9.0,True,9.0,True,9.0,True,1.0,突破,后半段,sh603221,爱丽家居,8,传智教育,6.0,4.0,4.0,6.0,7.0,7.0
2026-08-07,4,4,57,3192,10.0,False,10.0,False,10.0,False,-6.0,深度压缩,后半段,sh600721|sh603773|sz001267|sz002428|sz002552,百花医药、沃格光电、汇绿生态、云南锗业、宝鼎科技,10,爱丽家居,8.0,5.0,5.0,7.0,7.0,7.0
2026-08-10,5,5,94,3193,10.0,False,10.0,False,10.0,False,-5.0,深度压缩,后半段,sh600721|sz002552,百花医药、宝鼎科技,0,,10.0,6.0,6.0,7.0,7.0,7.0
2026-08-11,6,6,53,3191,10.0,False,10.0,False,10.0,False,-4.0,深度压缩,后半段,sh600721,百花医药,0,,10.0,7.0,7.0,7.0,7.0,7.0
2026-08-12,7,7,86,3191,10.0,False,10.0,False,10.0,False,-3.0,深度压缩,后半段,sh600721,百花医药,0,,10.0,5.0,5.0,5.0,5.0,5.0
2026-08-13,5,5,50,3191,10.0,False,10.0,False,10.0,False,-5.0,深度压缩,后半段,sh603758,秦安股份,7,百花医药,10.0,3.0,3.0,4.0,4.0,6.0
2026-08-14,3,3,51,3191,7.0,False,10.0,False,10.0,False,-4.0,深度压缩,后半段,sh603330|sz000936|sz001260|sz002081|sz002172,天洋新材、华西股份、坤泰股份、金 螳 螂、澳洋健康,5,秦安股份,7.0,4.0,4.0,4.0,4.0,7.0
2026-08-17,4,4,92,3189,7.0,False,10.0,False,10.0,False,-3.0,深度压缩,后半段,sh603330|sz002081|sz002172,天洋新材、金 螳 螂、澳洋健康,0,,5.0,4.0,4.0,4.0,4.0,7.0
2026-08-18,4,4,70,3189,7.0,False,10.0,False,10.0,False,-3.0,深度压缩,后半段,sh600613,神奇制药,4,天洋新材、金 螳 螂、澳洋健康,5.0,3.0,3.0,4.0,5.0,7.0
2026-08-19,3,3,32,3189,7.0,False,10.0,False,10.0,False,-4.0,深度压缩,后半段,sh600127|sh603395|sz000505,金健米业、红四方、京粮控股,4,神奇制药,4.0,4.0,4.0,4.0,5.0,7.0
2026-08-20,4,4,59,3188,5.0,False,10.0,False,10.0,False,-1.0,压下一板,后半段,sh600127,金健米业,0,,4.0,3.0,3.0,5.0,6.0,7.0
2026-08-21,3,3,47,3188,4.0,False,7.0,False,10.0,False,-1.0,压下一板,后半段,sz002412,汉森制药,4,金健米业,4.0,4.0,4.0,5.0,7.0,7.0
2026-08-24,4,4,44,3190,4.0,False,7.0,False,10.0,False,0.0,触压,后半段,sz002412,汉森制药,0,,4.0,5.0,5.0,6.0,7.0,7.0
2026-08-25,5,5,61,3189,4.0,True,7.0,False,10.0,False,1.0,突破,后半段,sz002412,汉森制药,0,,4.0,5.0,5.0,7.0,7.0,7.0
2026-08-26,5,5,49,3190,5.0,False,7.0,False,10.0,False,0.0,触压,后半段,sz000017,深中华A,5,汉森制药,4.0,6.0,6.0,7.0,7.0,7.0
2026-08-27,6,6,68,3190,5.0,True,5.0,True,10.0,False,1.0,突破,后半段,sz000017,深中华A,0,,5.0,7.0,7.0,7.0,7.0,7.0
2026-08-28,7,7,78,3189,6.0,False,6.0,False,10.0,False,1.0,突破,后半段,sz000017,深中华A,0,,5.0,6.0,6.0,7.0,7.0,7.0
2026-08-31,6,6,79,3190,7.0,False,7.0,False,10.0,False,-1.0,压下一板,后半段,sz002084,海鸥住工,7,深中华A,5.0,7.0,7.0,7.0,7.0,7.0
2026-09-01,7,7,76,3190,7.0,False,7.0,False,10.0,False,0.0,触压,后半段,sz002084,海鸥住工,0,,7.0,5.0,5.0,5.0,6.0,6.0
2026-09-02,5,5,50,3191,7.0,False,7.0,False,10.0,False,-2.0,深度压缩,后半段,sh600540,新赛股份,7,海鸥住工,7.0,5.0,5.0,6.0,6.0,
2026-09-03,5,5,42,3191,7.0,False,7.0,False,10.0,False,-2.0,深度压缩,后半段,sh601086,国芳集团,5,新赛股份,7.0,5.0,5.0,6.0,6.0,
2026-09-04,5,5,38,3189,7.0,False,7.0,False,7.0,False,-2.0,深度压缩,后半段,sh605577,龙版传媒,5,国芳集团,5.0,6.0,6.0,6.0,6.0,
2026-09-07,6,6,86,3188,7.0,False,7.0,False,7.0,False,-1.0,压下一板,后半段,sh605577,龙版传媒,0,,5.0,4.0,4.0,5.0,5.0,
2026-09-08,4,4,71,3189,7.0,False,7.0,False,7.0,False,-3.0,深度压缩,后半段,sh600108|sh600865|sz002403,亚盛集团、百大集团、爱仕达,6,龙版传媒,5.0,5.0,5.0,5.0,5.0,
2026-09-09,5,5,48,3188,6.0,False,7.0,False,7.0,False,-1.0,压下一板,后半段,sh600865,百大集团,0,,6.0,4.0,4.0,4.0,,
2026-09-10,4,4,34,3187,6.0,False,7.0,False,7.0,False,-2.0,深度压缩,后半段,sz000978,桂林旅游,5,百大集团,6.0,4.0,4.0,5.0,,
2026-09-11,4,4,39,3188,6.0,False,7.0,False,7.0,False,-2.0,深度压缩,后半段,sz002790,瑞尔特,4,桂林旅游,5.0,4.0,4.0,,,
2026-09-14,4,4,48,3187,6.0,False,7.0,False,7.0,False,-2.0,深度压缩,后半段,sz000993,闽东电力,4,瑞尔特,4.0,5.0,5.0,,,
2026-09-15,5,5,31,3184,5.0,False,7.0,False,7.0,False,0.0,触压,后半段,sz000993,闽东电力,0,,4.0,,,,,
